BUS_CD,COIL_NO,LOT_NO,BASIC_COIL_NO,HOTCOI_NO,MOTCOI_NO,TRK_NO,EMG_CD,AFTEMG_CD,PKG_NO,MRGCOI_NO,PVSSTS_CD,PRVPRC_CD,PNSSTS_CD,PNSPRC_CD,AFTPRC_CD,BASPRC_CD,LASWRK_DT,LASPRC_CD,RSTPNT_ODN,RSTPRC_REM,AFTPRC_REM,PLNPRC_ID,CHGPRC_CD,DUM_YN,PRVLOT_NO,PRVCOI_NO,USGCHG_YN,USGCHG_CNT,USGCHG_DT,THK_LEN,WDT_LEN,LEN_LEN,WGT_WGT,IND_CD,OUD_LEN,GRD_CD,PURCOM_ID,RAWDIV_WGT,RAWSPC_ID,RAWSTL_CD,RAWTHK_LEN,RAWWDT_LEN,RAWLEN_LEN,RAW_WGT,SPC_NO,SALBRN_CD,CUS_ID,USR_ID,ORD_CD,PRDSPC_ID,PRD_CD,PRDKND_CD,STL_CD,STLDTL_CD,ORD_NO,ORD_SEQ,ORDTHK_LEN,ORDWDT_LEN,ORD_WGT,USG_CD,DLV_YMD,PKGMTH_CD,PKGMTH_YN,WGTDCS_CLS,NAXWGT_YN,PPL_TRK,FIRCRT_YMD,RSTHMAX_VAL,RSTHMIN_VAL,RSTCMAX_VAL,RSTCMIN_VAL,DIV_CD,SKP_QTY,MRG_CLS,PRCSPL_REM,CRMPLN_ODN,CRMRST_ODN,ANNPLN_ODN,ANNRST_ODN,WRKTRM_YMD,ENT_DT,ENTCHR_NO,OUT_DT,OUTCHR_ID,BRI_DT,BRICHR_ID,BRIRSN_CD,RET_DT,RETCHR_NO,RETRSN_CD,RET_WGT,SAMPCK_YN,PRDRESE_CD,PRDRESE_YMD,PRDRESE_NO,RESEND_YMD,RESENDCHR_NO,COIEND_CD,END_YN,RESCH_COM_YN,TWLINP_YN,SAMPLEORDER_NO,WRK_CD,INP_WGT,CRT_DT,CRTCHR_NO,UPD_DT,UPDCHR_NO,COILEND_DT,SEMIPKG_YN,SEMIPKG_CD,PKG_CD,LEV2SE_YN,ZON_CD
1173DK,22G12B493111B,2022G12B49,22G12B49311,HBE026640,22G12B493111B,08,1282Y,1282Y,,,1243A,CR11,1243S,AN11,CR12,AN11,2022-09-03 13:48,CR11,2,WS41CR11,CR12SS31PK71PR11,PP25085,,,2022G12249,22G12249111,Y,1,2022-09-02 11:09,2.79,255,448.2,2503,1260508,1360,1004A,0101,2580,DN-51CRV4,10022,3.5,1232,714.7,24180,428442840191,104812,4284,4284,1046D,50CRV4M-R,1047P,1001CR,10022,128504,KD22080383,9,2.6,245,6000,S00A09,20220930,1056A04,,S0091,,,20220901,,,,,,,,,2,1,1,,20221012,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-03 5:10,김길상,2022-09-03 13:48,허남권,,,,1055A,E,1510P
1173DK,22G12B494111A,2022G12B49,22G12B49411,HBE026640,22G12B494111A,04,1282Y,1282Y,,,1243A,CR11,1243S,AN11,CR12,AN11,2022-09-03 14:25,CR11,2,WS41CR11,CR12SS31PK71PR11,PP25085,,,2022G12249,22G12249111,Y,1,2022-09-02 11:09,2.68,240,466.4,2355,1260508,1360,1004A,0101,2428,DN-51CRV4,10022,3.5,1232,714.7,24180,428442840004,104812,4284,4284,1046D,50CRV4M-R,1047P,1001CR,10022,128504,KD22070371,8,2.5,230,10000,S00A09,20220831,1056A04,,S0091,,,20220901,,,,,,1,,,2,1,1,,20220912,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-03 5:09,김길상,2022-09-03 14:25,허남권,,,,1055A,E,1510P
1173DK,22G12B494111B,2022G12B49,22G12B49411,HBE026640,22G12B494111B,09,1282Y,1282Y,,,1243A,CR11,1243S,AN11,CR12,AN11,2022-09-04 4:30,CR11,2,WS41CR11,CR12SS31PK71PR11,PP25085,,,2022G12249,22G12249111,Y,1,2022-09-02 11:09,2.68,240,466.4,2355,1260508,1360,1004A,0101,2428,DN-51CRV4,10022,3.5,1232,714.7,24180,428442840004,104812,4284,4284,1046D,50CRV4M-R,1047P,1001CR,10022,128504,KD22070371,8,2.5,230,10000,S00A09,20220831,1056A04,,S0091,,,20220901,,,,,,,,,2,1,1,,20220912,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-03 5:09,김길상,2022-09-04 4:30,신동근,,,,1055A,E,1510P
1173DK,22G12B495111A,2022G12B49,22G12B49511,HBE026640,22G12B495111A,05,1282Y,1282Y,,,1243A,CR11,1243S,AN11,CR12,AN11,2022-09-04 6:23,CR11,2,WS41CR11,CR12SS31PK71PR11,PP25085,,,2022G12249,22G12249111,Y,1,2022-09-02 11:09,2.79,230,448.1,2257,1260508,1360,1004A,0101,2327,DN-51CRV4,10022,3.5,1232,714.7,24180,428442840188,104812,4284,4284,1046D,50CRV4M-R,1047P,1001CR,10022,128504,KD22080212,6,2.6,220,20000,S00A09,20220930,1056A04,,S0091,,,20220901,,,,,,,,,2,1,1,,20221012,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-03 5:09,김길상,2022-09-04 6:23,신동근,,,,1055A,E,1510P
1173DK,22G12B495111B,2022G12B49,22G12B49511,HBE026640,22G12B495111B,10,1282Y,1282Y,,,1243A,CR11,1243S,AN11,CR12,AN11,2022-09-04 5:57,CR11,2,WS41CR11,CR12SS31PK71PR11,PP25085,,,2022G12249,22G12249111,Y,1,2022-09-02 11:09,2.79,230,448.1,2257,1260508,1360,1004A,0101,2327,DN-51CRV4,10022,3.5,1232,714.7,24180,428442840188,104812,4284,4284,1046D,50CRV4M-R,1047P,1001CR,10022,128504,KD22080212,6,2.6,220,20000,S00A09,20220930,1056A04,,S0091,,,20220901,,,,,,,,,2,1,1,,20221012,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-03 5:09,김길상,2022-09-04 5:57,신동근,,,,1055A,E,1510P
1173DK,22G12C191111A,2022G12C19,22G12C19111,HBB085250,22G12C191111A,01,1282N,1282N,,,1243A,RS11,1243S,AN11,SP91,AN11,2022-09-05 7:30,RS11,3,SS11CR11RS11,SP91SS41PK81PR11,WS31121,WS31,,2022G12A19,22G12A191111A,Y,2,2022-08-24 10:05,1.63,279,665,2374,1260508,1280,1004A,0101,2988,POS1077CR,10022,3.6,1120,715.7,22640,430643060002,104811,4306,4306,1046D,C80M,1047P,1001CR,10022,128502,KD22080096,2,1.63,240,20000,S00A90,20220920,1056A04,,S0091,,,20220722,,,,,,,,,2,1,1,,20220920,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-01 11:07,문희명,2022-09-05 8:30,임현성,,,,1055A,E,1510P
1173DK,22G12C191121A,2022G12C19,22G12C19112,HBB085250,22G12C191121A,01,1282N,1282N,,,1243A,RS11,1243S,AN11,SP91,AN11,2022-09-05 8:00,RS11,3,SS11CR11RS11,SP91SS41PK81PR11,WS31121,WS31,,2022G12A19,22G12A191113A,Y,2,2022-08-24 10:05,1.63,279,652.7,2330,1260508,1270,1004A,0101,2988,POS1077CR,10022,3.6,1120,715.7,22640,430643060002,104811,4306,4306,1046D,C80M,1047P,1001CR,10022,128502,KD22080096,2,1.63,240,20000,S00A90,20220920,1056A04,,S0091,,,20220722,,,,,,,,,2,1,1,,20220920,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-01 11:27,문희명,2022-09-05 8:31,임현성,,,,1055A,E,1510P
1173DK,22G12C191131A,2022G12C19,22G12C19113,HBB085250,22G12C191131A,01,1282N,1282N,,,1243A,RS11,1243S,AN11,SP91,AN11,2022-09-05 8:30,RS11,3,SS11CR11RS11,SP91SS41PK81PR11,WS31121,WS31,,2022G12A19,22G12A191114A,Y,2,2022-08-24 10:05,1.63,279,658.8,2352,1260508,1275,1004A,0101,2988,POS1077CR,10022,3.6,1120,715.7,22640,430643060002,104811,4306,4306,1046D,C80M,1047P,1001CR,10022,128502,KD22080096,2,1.63,240,20000,S00A90,20220920,1056A04,,S0091,,,20220722,,,,,,,,,2,1,1,,20220920,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-01 12:16,문희명,2022-09-05 9:45,임현성,,,,1055A,E,1510P
1173DK,22G12C80111,2022G12C80,22G12C80111,HBF178160B,22G12C80111,01,1282N,1282N,,,1243A,RS11,1243S,AN12,SP91,AN12,2022-09-02 13:35,RS11,4,CR11AN11CR12RS11,SP91SS41PK81PR11,PP24295,,,2022G12A80,22G12A801114A,Y,2,2022-08-23 8:35,1.63,300,616.4,2366,1260508,1240,1004A,0101,2637,POS1077CR,10022,5.5,1207,438.1,22820,430643060002,104811,4306,4306,1046D,C80M,1047P,1001CR,10022,128502,KD22080096,2,1.63,240,20000,S00A90,20220920,1056A04,,S0091,,,20220722,,,,,,,,,3,2,3,1,20220920,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 8:35,성환문,2022-09-02 13:44,문희명,,,,1055A,E,1510P
1173DK,22G12C80112,2022G12C80,22G12C80112,HBF178160B,22G12C80112,01,1282N,1282N,,,1243A,RS11,1243S,AN12,SP91,AN12,2022-09-02 14:15,RS11,4,CR11AN11CR12RS11,SP91SS41PK81PR11,PP24295,,,2022G12A80,22G12A801114B,Y,2,2022-08-23 8:35,1.63,300,507.2,1947,1260508,1145,1004A,0101,2151,POS1077CR,10022,5.5,1207,438.1,22820,430643060002,104811,4306,4306,1046D,C80M,1047P,1001CR,10022,128502,KD22080096,2,1.63,240,20000,S00A90,20220920,1056A04,,S0091,,,20220722,,,,,,,,,3,2,3,1,20220920,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 8:35,성환문,2022-09-02 14:17,문희명,,,,1055A,E,1510P
1173DK,22G13010111,2022G13010,22G13010111,HBF126720,22G13010111,01,1282N,1282N,,,1243A,RC11,1243S,AN11,CR22,AN11,2022-09-06 13:15,RC11,4,PP21AN10CR21RC11,CR22AN12SP21WS31PK41PR11,PP21108,,N,,,,,,1.27,1200,1744.5,20870,1260610,1787,1004A,0101,20870,JS-SK95,10023,2,1200,1107.7,20870,131013100078,104811,1310,1310,1046D,SK4M-S,1047P,1001CR,10023,128505,KD22070026,3,0.8,1199,20000,S00F01,20220819,1056B09,,S0091,,,20220831,,,,,,,,"(소리무).권취양호.TOP,중권부,END부 표면양호.T/S 1.4KG.",3,1,3,1,20220810,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-07-04 11:06,성환문,2022-09-06 13:25,도익영,,,,1055A,E,1510P
1173DK,22G13011111,2022G13011,22G13011111,HBF162220,22G13011111,01,1282N,1282N,,,1243A,RC12,1243S,AN12,SP21,AN12,2022-09-14 4:10,RC12,7,PP21AN10CR21RC11AN11CR22RC12,SP21WS31PK41PR11,PP21108,,N,,,,,,0.606,1200,3636.7,20760,1260610,1783,1004A,0101,20760,JS-SK95,10023,2,1200,1101.9,20760,131013100073,104811,1310,1310,1046D,SK4M-S,1047P,1001CR,10023,128505,KD22070026,2,0.6,1199,20000,S00F01,20220819,1056B09,,S0091,,,20220822,,,,,,,,"(소리無)권취양호 t/s 1.4kg.top-o/d680mm까지 slip 심함. 중권부,end부 판면양호. pad 2ea 작업",3,2,3,2,20220819,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-07-04 11:07,성환문,2022-09-14 3:38,김광헌,,,,1055A,E,1510P
1173DK,22G13015111,2022G13015,22G13015111,HBC144210,22G13015111,01,1282N,1282N,,,1243A,RC11,1243S,AN11,SP21,AN11,2022-09-14 8:30,RC11,4,PP21AN10CR21RC11,SP21WS21PK41PR11,PP21508,,N,,,,,,1.59,1138,1562.9,22200,1260610,1880,1004A,0101,22200,JS-SK85-M,10023,2.8,1138,887.5,22200,570457000002,1048A2,5704,5700,1046E,SK85,1047P,1001CR,10023,128505,KE22060084,8,1.57,188,20000,S00A18,20220924,1056B06,,S0091,,,20220831,,,,,,,,"(소리無)권취양호 t/s 1.4kg. 중권부,end부 판면양호.pad 2ea 사용 ",2,1,2,1,20220924,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-07-05 17:14,성환문,2022-09-14 8:15,도익영,,,,1055A,E,1510P
1173DK,22G13020111,2022G13020,22G13020111,HBD086240,22G13020111,01,1282N,1282N,,,1243A,RC11,1243S,AN11,SP21,AN11,2022-09-14 9:10,RC11,4,PP21AN10CR21RC11,SP21WS31PK41PR11,PP21107,,N,,,,,,1.09,1128,2092.9,20200,1260610,1810,1004A,0101,20200,JS-SK85,10023,2,1128,1140.6,20200,570457000046,1048A2,5704,5700,1046E,SK85,1047P,1001CR,10023,128505,KE22060084,5,1.07,186,20000,S00A18,20220924,1056B06,,S0091,,,20220831,,,,,,,,"(소리無)권취양호 t/s 1.4kg. 중권부,end부 판면양호.pad 2ea 사용 ",2,1,2,1,20220924,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-07-06 9:31,성환문,2022-09-14 9:08,도익영,,,,1055A,E,1510P
1173DK,22G13028111,2022G13028,22G13028111,HBE037820B,22G13028111,01,1282N,1282N,,,1243A,RC11,1243S,AN11,CR22,AN11,2022-09-01 11:30,RC11,4,PP21AN10CR21RC11,CR22AN12SP21WS31PK41PR11,PP21108,,N,,,,,,1.19,1197,2059.6,23030,1260610,1869,1004A,0101,23030,JS-SK85,10023,2,1197,1225.5,23030,123912390222,104811,1239,1239,1046D,SK5M-S,1047P,1001CR,10023,128505,KD22040467,3,0.7,1195,20000,S00A55,20220731,1056B09,,S0091,,,20220825,,,,,,,,"(소리무,용접무).권취양호.TOP,중권부,END부 표면양호.T/S 1.4KG.PAD 2개 사용.",3,1,3,1,20220722,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-07-11 8:38,성환문,2022-09-01 14:53,김홍구,,,,1055A,E,1510P
1173DK,22G13042111,2022G13042,22G13042111,HBF126680,22G13042111,01,1282N,1282N,,,1243S,RC11,1243A,AN11,CR22,AN11,2022-09-02 0:50,RC11,5,PP21AN10CR21RC11,CR22AN12SP21WS31PK41PR11,PP21108,,N,,,,,,1.1,1200,1999.6,20720,1260610,1781,1004A,0101,20720,JS-SK95,10023,2,1200,1099.8,20720,128012800164,104811,1280,1280,1046D,SK4M-S,1047P,1001CR,10023,128505,KD22070211,1,0.6,1199,20000,S00F01,20220829,1056B09,,S0091,,,20220825,,,,,,,,"(소리無)권취양호 t/s 1.4kg. 중권부,end부 판면양호",3,1,3,1,20220820,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-07-19 17:01,성환문,2022-09-03 10:24,김백수,,,,1055A,E,1510P
1173DK,22G13043111,2022G13043,22G13043111,HBG068010A,22G13043111,01,1282N,1282N,,,1243A,RC11,1243S,AN11,CR22,AN11,2022-09-01 17:45,RC11,4,PP21AN10CR21RC11,CR22AN12SP21WS31PK41PR11,PP21108,,N,,,,,,1.1,1200,1724.6,17870,1260610,1669,1004A,0101,17870,JS-SK95,10023,2,1200,948.5,17870,131013100073,104811,1310,1310,1046D,SK4M-S,1047P,1001CR,10023,128505,KD22070212,1,0.6,1199,40000,S00F01,20220909,1056B09,,S0091,,,20220825,,,,,,,,"(소리무,용접무).권취양호.TOP,중권부,END부 표면양호.T/S 1.4KG.PAD 2개 사용.",3,1,3,1,20220831,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-07-19 17:02,성환문,2022-09-01 17:19,김홍구,,,,1055A,E,1510P
1173DK,22G13043112,2022G13043,22G13043112,HBG068040A,22G13043112,01,1282N,1282N,,,1243A,RC12,1243S,AN12,SP21,AN12,2022-09-15 4:00,RC12,7,PP21AN10CR21RC11AN11CR22RC12,SP21WS31PK41PR11,PP21108,,N,,,,,,0.606,1200,3049.8,17410,1260610,1651,1004A,0101,17410,JS-SK95,10023,2,1200,924.1,17410,131013100073,104811,1310,1310,1046D,SK4M-S,1047P,1001CR,10023,128505,KD22070212,1,0.6,1199,40000,S00F01,20220909,1056B09,,S0091,,,20220825,,,,,,,,(소리無)권취양호 t/s 1.4kg. top-o/d680mm까지 slip 심함 . 상면 d/s 450mm지점 roll-m 잔존(볼록).pad 2ea 사용 ,3,2,3,2,20220909,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-07-19 17:02,성환문,2022-09-15 2:57,김광헌,,,,1055A,E,1510P
1173DK,22G130465111A,2022G13046,22G13046511,HBE172330,22G130465111A,0105,1282N,1282N,,,1243A,CR13,1243S,AN13,SP11,AN13,2022-08-19 22:01,CR13,8,PP21WS41AN10CR11AN11CR12AN12CR13,SP11SS21PK31PR11,PP24362,,N,,,,,,0.71,200,2322.6,2589,1260508,1535,1004A,0101,2593,JS-SK85,10023,2,1198,824.6,15510,407940790249,104812,4079,4079,1046D,SK5M-S,1047P,1001CR,10023,128505,KD22070097,5,0.7,397,20000,S00F99,20220831,1056A04,,S0091,,,20220727,,,,,,,,자체 SRW. FINAL 5.5K,1,3,1,3,20220831,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-04 21:33,김민성,2022-08-19 22:01,류경문,,,,1055A,E,1510P
1173DK,22G13048111,2022G13048,22G13048111,HBE172610,22G13048111,01,1282N,1282N,,,1243S,RC11,1243A,AN11,SP21,AN11,2022-09-02 1:35,RC11,5,PP21AN10CR21RC11,SP21WS31PK11PR11,PP21886,,N,,,,,,3.24,1065,801.5,21710,1260610,1918,1004A,0101,21710,JS-SK85,10023,5,1065,519.4,21710,430943090047,104811,4309,4309,1046D,SK5M-S,1047P,1001CR,10023,128505,KD22040202,11,3.2,1219,20000,S00F99,20220722,1056B01,,S0091,,,20220825,,,,,,,,"(소리無)o/d690mm까지 권취불량  t/s 1.4kg. 중권부,end부 판면양호.pad 2ea 작업",2,1,2,1,20220722,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-07-25 13:24,성환문,2022-09-03 8:55,김백수,,,,1055A,E,1510P
1173DK,22G130491111A,2022G13049,22G13049111,CTW457102,22G130491111A,0101,1282N,1282N,,,1243S,RC21,1243A,AN12,CR32,AN12,2022-09-04 15:00,RC21,7,PP21AN10WS41AN11CR31RC21,CR32SS31PK71PR11,PP21726,,N,,,,,,2.74,443,897.5,8552,1260610,1872,1004A,0327,8629,JS-SK85,10023,3.55,1219,692.7,23530,405640560715,104812,4056,4056,1046D,SK85M-R,1047P,1001CR,10023,128505,KD22070158,1,2.4,141,10000,S00A29,20220819,1056A09,,S0091,,,20220822,,,,,,,,"내외경 40M SLIP 및 RUST 자국 잔존, SCALE 자국 잔존, 간헐적 점상 RUST.   T/S 5.5   O/D 1870",2,1,3,2,20220819,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-28 22:22,김민성,2022-09-07 20:03,AUTO,2022-08-28 21:10,,,1055E,L,1510P
1173DK,22G130492111A,2022G13049,22G13049211,CTW457102,22G130492111A,0102,1282N,1282N,,,1243S,RC21,1243A,AN12,CR32,AN12,2022-09-04 16:15,RC21,7,PP21AN10WS41AN11CR31RC21,CR32SS31PK71PR11,PP21726,,N,,,,,,2.74,443,897.5,8552,1260610,1872,1004A,0327,8629,JS-SK85,10023,3.55,1219,692.7,23530,405640560715,104812,4056,4056,1046D,SK85M-R,1047P,1001CR,10023,128505,KD22070158,1,2.4,141,10000,S00A29,20220819,1056A09,,S0091,,,20220822,,,,,,,,"T/S 5.5 , O/D 1870",2,1,3,2,20220819,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-28 22:22,김민성,2022-09-07 20:03,AUTO,2022-08-28 21:10,,,1055E,L,1510P
1173DK,22G130493111A,2022G13049,22G13049311,CTW457102,22G130493111A,0103,1282N,1282N,,,1243S,RC21,1243A,AN12,CR32,AN12,2022-09-05 13:55,RC21,7,PP21AN10WS41AN11CR31RC21,CR32SS31PK71PR11,PP21726,,N,,,,,,2.69,322,914.2,6216,1260610,1872,1004A,0327,6272,JS-SK85,10023,3.55,1219,692.7,23530,405640560710,104812,4056,4056,1046D,SK85M-R,1047P,1001CR,10023,128505,KD22070227,1,2.35,151,5000,S00A29,20220826,1056A04,,S0091,,,20220822,,,,,,,,"내외경 40M SLIP 및 RUST 자국 잔존, STI-B 및 SCALE 자국 잔존, 간헐적 점상 RUST.   T/S 5.5   O/D 1870",2,1,3,2,20220826,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-28 22:23,김민성,2022-09-07 20:03,AUTO,2022-08-28 21:10,,,1055E,L,1510P
1173DK,22G13050111,2022G13050,22G13050111,HBF162820,22G13050111,01,1282N,1282N,,,1243A,RC12,1243S,AN12,CR23,AN12,2022-09-15 3:00,RC12,7,PP21AN10CR21RC11AN11CR22RC12,CR23WS21PK41PR11,PP23954,,N,,,,,,0.75,1128,3007,19970,1260610,1801,1004A,0101,19970,JS-SK85,10023,2,1128,1127.6,19970,205020500187,104812,2050,2050,1046D,SK5M-R,1047P,1001CR,10023,128505,KD22070346,1,0.6,276,10000,S00F05,20220822,1056A04,,S0091,,,20220825,,,,,,0,,"(소리無)권취양호 t/s 1.4kg. 중권부,end부 판면양호",3,2,3,2,20220817,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-07-25 13:28,성환문,2022-09-15 2:46,김광헌,,,,1055A,E,1510P
1173DK,22G13053111,2022G13053,22G13053111,HBF162720,22G13053111,01,1282N,1282N,,,1243A,RC12,1243S,AN12,CR23,AN12,2022-09-15 2:10,RC12,7,PP21AN10CR21RC11AN11CR22RC12,CR23WS21PK41PR11,PP23954,,N,,,,,,0.7,1170,2263.1,14550,1260610,1546,1004A,0101,14550,JS-SK95,10023,2,1170,792.1,14550,205020500326,104812,2050,2050,1046D,SK4M-R,1047P,1001CR,10023,128505,KD22070308,2,0.5,201,8000,S00F05,20220820,1056A04,,S0091,,,20220825,,,,,,,,"(소리無)권취양호 t/s 1.4kg.top-o/d680mm까지 slip 심함. 중권부,end부 판면양호.",3,2,3,2,20220824,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-07-27 10:21,성환문,2022-09-15 1:26,김광헌,,,,1055B,E,1510P
1173DK,22G13A121111A,2022G13A12,22G13A12111,HBF015200,22G13A12111,01,1282N,1282N,,,1243S,SS11,1243S,AN11,CR11,AN11,2022-09-01 18:00,SS11,2,OC11SS11,CR11AN12SP11SS22PK32PR11,PK31061,SS21,,2022G13012,22G130121116A,Y,1,2022-08-18 10:49,1.52,175,719.8,1490,1260508,1285,1004A,0101,1530,JS-SK85-M,10023,4,1060,618.3,20570,411341130009,104812,4113,4113,1046D,SK85M-S,1047P,1001CR,10023,128505,KD22070105,1,1,76,10000,S00A99,20220820,1056A04,,S0091,N,,20220807,,,,,1073E,,,,2,,2,,20220804,,,,,,,,2022-08-18 8:45,최정훈,10434,0,,,,,,,,N,N,,,1065A,0,2022-09-01 18:05,임현성,2022-08-25 2:22,홍운표,,,,1055B,E,1510P
1173DK,22G13A311111A,2022G13A31,22G13A31111,HBE027780A,22G13A31111,01,1282N,1282N,,,1243S,SS11,1243A,AN11,SP11,AN11,2022-08-31 20:25,SS11,4,PK31OC11SS11,SP11SS22PK32PR11,PP25099,SS21,,2022G13031,22G130314111A,Y,1,2022-08-08 10:42,1.25,207,932.5,1894,1260508,1320,1004A,0101,2009,JS-SK85,10023,2,1199,1232.5,23190,407940790002,104812,4079,4079,1046D,SK5M-S,1047P,1001CR,10023,128505,KD22070097,8,1.2,397,10000,S00F99,20220831,1056A04,,S0091,N,,20220724,,,,,1073E,,,,1,,2,,20220907,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,1969,2022-08-31 21:56,임현성,2022-09-04 16:07,이승용,2022-08-31 21:25,,,1055A,E,1510P
1173DK,22G13A311121A,2022G13A31,22G13A31112,HBE027780A,22G13A31112,01,1282N,1282N,,,1243S,SS11,1243S,AN11,SP11,AN11,2022-08-31 20:55,SS11,3,PK31OC11SS11,SP11SS22PK32PR11,PP25099,SS21,,2022G13031,22G130314111B,Y,1,2022-08-08 10:42,1.25,207,932.5,1894,1260508,1320,1004A,0101,2009,JS-SK85,10023,2,1199,1232.5,23190,407940790002,104812,4079,4079,1046D,SK5M-S,1047P,1001CR,10023,128505,KD22070097,8,1.2,397,10000,S00F99,20220831,1056A04,,S0091,N,,20220724,,,,,1073E,,,,1,,2,,20220907,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,1955,2022-08-31 21:57,임현성,2022-08-24 15:54,최정훈,,,,1055A,E,1510P
1173DK,22G13A311131A,2022G13A31,22G13A31113,HBE104690,22G13A31113,01,1282N,1282N,,,1243S,SS11,1243A,AN11,SP11,AN11,2022-08-31 19:55,SS11,4,PK31OC11SS11,SP11SS22PK32PR11,PP25099,SS21,,2022G13031,22G130314121A,Y,1,2022-08-08 10:42,1.25,207,924.1,1877,1260508,1315,1004A,0101,2037,JS-SK85,10023,2,1199,1249.6,23510,407940790002,104812,4079,4079,1046D,SK5M-S,1047P,1001CR,10023,128505,KD22070097,8,1.2,397,10000,S00F99,20220831,1056A04,,S0091,N,,20220724,,,,,1073E,,,,1,,2,,20220907,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,1955,2022-08-31 21:55,임현성,2022-09-04 16:07,이승용,2022-08-31 20:55,,,1055A,E,1510P
1173DK,22G13A311151A,2022G13A31,22G13A31115,HBE061540,22G13A31115,01,1282N,1282N,,,1243S,SS11,1243A,AN11,SP11,AN11,2022-08-31 19:25,SS11,4,PK31OC11SS11,SP11SS22PK32PR11,PP25099,SS21,,2022G13031,22G130314131A,Y,1,2022-08-08 10:42,1.25,207,957.6,1945,1260508,1335,1004A,0101,2015,JS-SK85,10023,2,1199,1236.3,23260,407940790002,104812,4079,4079,1046D,SK5M-S,1047P,1001CR,10023,128505,KD22070097,8,1.2,397,10000,S00F99,20220831,1056A04,,S0091,N,,20220724,,,,,1073E,,,,1,,2,,20220907,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,1963,2022-08-31 19:39,임현성,2022-09-04 16:07,이승용,,,,1055A,E,1510P
1173DK,22G13A45111,2022G13A45,22G13A45111,HBF161950,22G13A45111,01,1282N,1282N,,,1243A,CR11,1243S,AN11,SP11,AN11,2022-08-31 8:42,CR11,1,CR11,SP11SS21PK31PR11,CR11001,,,2022G13045,22G130451141A,Y,1,2022-08-29 9:46,1.77,242,432.1,1453,1260508,1110,1004A,0101,1639,JS-SK85-M,10023,3.5,1220,759.6,25450,407940790396,104812,4079,4079,1046D,SK5M-S,1047P,1001CR,10023,128505,KD22070097,6,1.75,49.2,20000,S00A33,20220831,1056A04,,S0091,,,20220814,,,,,,,,,2,1,1,,20220831,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-29 9:46,성환문,2022-08-31 8:42,류경문,,,,1055B,E,1510P
1173DK,22G13A45112,2022G13A45,22G13A45112,HBF161950,22G13A45112,01,1282N,1282N,,,1243A,CR11,1243S,AN11,SP11,AN11,2022-08-31 9:01,CR11,1,CR11,SP11SS21PK31PR11,CR11001,,,2022G13045,22G130451141B,Y,1,2022-08-29 9:46,1.77,242,432.1,1453,1260508,1110,1004A,0101,1640,JS-SK85-M,10023,3.5,1220,759.6,25450,407940790396,104812,4079,4079,1046D,SK5M-S,1047P,1001CR,10023,128505,KD22070097,6,1.75,49.2,20000,S00A33,20220831,1056A04,,S0091,,,20220814,,,,,,,,,2,1,1,,20220831,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-29 9:46,성환문,2022-08-31 9:01,류경문,,,,1055B,E,1510P
