BUS_CD,COIL_NO,LOT_NO,BASIC_COIL_NO,HOTCOI_NO,MOTCOI_NO,TRK_NO,EMG_CD,AFTEMG_CD,PKG_NO,MRGCOI_NO,PVSSTS_CD,PRVPRC_CD,PNSSTS_CD,PNSPRC_CD,AFTPRC_CD,BASPRC_CD,LASWRK_DT,LASPRC_CD,RSTPNT_ODN,RSTPRC_REM,AFTPRC_REM,PLNPRC_ID,CHGPRC_CD,DUM_YN,PRVLOT_NO,PRVCOI_NO,USGCHG_YN,USGCHG_CNT,USGCHG_DT,THK_LEN,WDT_LEN,LEN_LEN,WGT_WGT,IND_CD,OUD_LEN,GRD_CD,PURCOM_ID,RAWDIV_WGT,RAWSPC_ID,RAWSTL_CD,RAWTHK_LEN,RAWWDT_LEN,RAWLEN_LEN,RAW_WGT,SPC_NO,SALBRN_CD,CUS_ID,USR_ID,ORD_CD,PRDSPC_ID,PRD_CD,PRDKND_CD,STL_CD,STLDTL_CD,ORD_NO,ORD_SEQ,ORDTHK_LEN,ORDWDT_LEN,ORD_WGT,USG_CD,DLV_YMD,PKGMTH_CD,PKGMTH_YN,WGTDCS_CLS,NAXWGT_YN,PPL_TRK,FIRCRT_YMD,RSTHMAX_VAL,RSTHMIN_VAL,RSTCMAX_VAL,RSTCMIN_VAL,DIV_CD,SKP_QTY,MRG_CLS,PRCSPL_REM,CRMPLN_ODN,CRMRST_ODN,ANNPLN_ODN,ANNRST_ODN,WRKTRM_YMD,ENT_DT,ENTCHR_NO,OUT_DT,OUTCHR_ID,BRI_DT,BRICHR_ID,BRIRSN_CD,RET_DT,RETCHR_NO,RETRSN_CD,RET_WGT,SAMPCK_YN,PRDRESE_CD,PRDRESE_YMD,PRDRESE_NO,RESEND_YMD,RESENDCHR_NO,COIEND_CD,END_YN,RESCH_COM_YN,TWLINP_YN,SAMPLEORDER_NO,WRK_CD,INP_WGT,CRT_DT,CRTCHR_NO,UPD_DT,UPDCHR_NO,COILEND_DT,SEMIPKG_YN,SEMIPKG_CD,PKG_CD,LEV2SE_YN,ZON_CD
1173DK,22H12145114,2022H12145,22H12145114,HBG087890,22H12145114,01,1282N,1282N,,,1243A,RC11,1243S,AN11,CR22,AN11,2022-09-13 15:00,RC11,5,PP21PP22AN10CR21RC11,CR22AN12WS21SP91SS41PK81PR11,PP25093,,N,,,,,,1,1182,2418.4,22440,1260610,1858,1004A,0101,22440,POSA1074,10022,2,1182,1209.2,22440,557155710042,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22070103,5,0.81,51,3000,S00F99,20220905,1056B16,,S0091,,,20220830,,,,,,,,"(소리무,용접무).권취양호.TOP,중권부,END부 표면양호.T/S 1.4KG.PAD 2개 사용->중간교체.",3,1,3,1,20220829,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-17 15:29,성환문,2022-09-13 15:12,김홍구,,,,1055B,L,1510P
1173DK,22H12151111,2022H12151,22H12151111,CRW18590,22H12151111,01,1282N,1282N,,,1243S,RC11,1243A,AN11,SP21,AN11,2022-09-02 3:10,RC11,5,PP21AN10CR21RC11,SP21WS31PK41PR11,PP21107,,N,,,,,,3.03,1253,834.5,24870,1260610,1895,1004A,0327,24870,JS-S45C,10022,4.7,1253,538,24870,310840010209,104812,3108,4001,1046D,S45CM-S,1047P,1001CR,10022,128508,KD22080001,2,3,1219,40000,S00A36,20220930,1056A03,,S0091,,,20220827,,,,,,,,"(소리無)권취양호 t/s 1.4kg. 중권부,end부 판면양호",2,1,2,1,20220930,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-18 15:26,최정훈,2022-09-03 8:57,김백수,,,,1055A,E,1510P
1173DK,22H12151112,2022H12151,22H12151112,CRW18630,22H12151112,01,1282N,1282N,,,1243S,RC11,1243A,AN11,SP21,AN11,2022-09-02 2:25,RC11,5,PP21AN10CR21RC11,SP21WS31PK41PR11,PP21107,,N,,,,,,3.03,1253,823.7,24550,1260610,1884,1004A,0327,24550,JS-S45C,10022,4.7,1253,531,24550,310840010209,104812,3108,4001,1046D,S45CM-S,1047P,1001CR,10022,128508,KD22080001,2,3,1219,40000,S00A36,20220930,1056A03,,S0091,,,20220827,,,,,,,,"(소리無)권취양호 t/s 1.4kg. 중권부,end부 판면양호",2,1,2,1,20220930,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-18 15:26,최정훈,2022-09-03 8:57,김백수,,,,1055A,E,1510P
1173DK,22H121541111A,2022H12154,22H12154111,HBG054300,22H121541111A,0101,1282N,1282N,,,1243S,CR11,1243A,AN11,SP11,AN11,2022-09-04 2:06,CR11,5,PP21WS41AN10CR11,SP11SS11PK31PR11,PP21443,,N,,,,,,4.04,321,489.9,4987,1260508,1667,1004A,0101,5012,JS-S45C,10022,5.99,1219,330.4,18940,123912391466,104811,1239,1239,1046D,S45CM-S,1047P,1001CR,10022,128508,KD22080114,4,4,46,4000,S00A31,20220930,1056C42,,S0091,,,20220825,,,,,,,,,2,1,2,1,20220930,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-28 6:28,김민성,2022-09-04 14:12,김백수,,,,1055C,E,1510P
1173DK,22H12157111,2022H12157,22H12157111,CUW362602,22H12157111,01,1282N,1282N,,,1243A,PP21,1243S,AN10,WS41,AN10,2022-09-14 1:22,PP21,1,PP21,WS41CR31AN11SP91SS31PK71PR11,PP23370,,N,,,,,,4.7,1164,489,21000,1260610,1816,1004A,0327,21000,DN-16MNCR5,10022,4.7,1164,489,21000,406040600010,104812,4060,4060,1046D,16MNCR5M-S,1047P,1001CR,10022,128503,KD22080189,1,2.45,71,40000,S00A49,20220916,1056A04,,S0091,,,20220913,,,,,,,,"권취상태양호 / TOP~END 상,하 전판면 적SCALE(RUST자국 동반) 및 모래형SCALE / 부분적 찍힘 발견(촉감有/원소재결함:小)",2,,2,,20220916,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-19 14:10,성환문,2022-09-14 1:22,백인열,,,,1055B,E,1510P
1173DK,22H12157112,2022H12157,22H12157112,CUW36280,22H12157112,01,1282N,1282N,,,1243A,PP21,1243S,AN10,WS41,AN10,2022-09-06 4:00,PP21,1,PP21,WS41CR31AN11SP91SS31PK71PR11,PP23370,,N,,,,,,4.7,1164,425.7,18280,1260610,1708,1004A,0327,18280,DN-16MNCR5,10022,4.7,1164,425.7,18280,406040600010,104812,4060,4060,1046D,16MNCR5M-S,1047P,1001CR,10022,128503,KD22080189,1,2.45,71,40000,S00A49,20220916,1056A04,,S0091,,,20220905,,,,,,,,"권취상태양호 / TOP~END 상,하면 적SCALE (RUST자국 동반) 및 모래형SCALE / 부분적 찍힘 발견..(촉감有/원소재결함:小) ",2,,2,,20220916,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-19 14:10,성환문,2022-09-06 3:36,조은재,,,,1055B,E,1510P
1173DK,22H12173111,2022H12173,22H12173111,HBG136060,22H12173111,01,1282N,1282N,,,1243A,RC11,1243S,AN11,CR22,AN11,2022-09-05 10:30,RC11,5,PP21PP22AN10CR21RC11,CR22AN12WS21SP91SS41PK81PR11,PP25093,,N,,,,,,1,1200,2313.2,21790,1260610,1821,1004A,0101,21790,POS1073MA,10022,2,1200,1156.6,21790,557155710217,1048A1,5571,5571,1046E,CK75M2,1047P,1001CR,10022,128502,KE22080073,7,0.81,132,5000,S00A55,20221003,1056B16,,S0091,,,20220831,,,,,,,,"(소리無)권취양호 t/s 1.4kg. 중권부,end부 판면양호. ",3,1,3,1,20220926,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 10:10,성환문,2022-09-05 10:20,도익영,,,,1055B,E,1510P
1173DK,22H12173112,2022H12173,22H12173112,HBG136230C,22H12173112,01,1282N,1282N,,,1243A,RC11,1243S,AN11,CR22,AN11,2022-09-05 9:30,RC11,5,PP21PP22AN10CR21RC11,CR22AN12WS21SP91SS41PK81PR11,PP25093,,N,,,,,,1,1200,2468.2,23250,1260610,1875,1004A,0101,23250,POS1073MA,10022,2,1200,1234.1,23250,557155710217,1048A1,5571,5571,1046E,CK75M2,1047P,1001CR,10022,128502,KE22080073,7,0.81,132,5000,S00A55,20221003,1056B16,,S0091,,,20220831,,,,,,,,"(소리無)권취양호 t/s 1.4kg. 중권부,end부 판면양호. ",3,1,3,1,20220926,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 10:10,성환문,2022-09-05 9:31,도익영,,,,1055B,E,1510P
1173DK,22H12173113,2022H12173,22H12173113,HBG136240B,22H12173113,01,1282N,1282N,,,1243A,RC11,1243S,AN11,CR22,AN11,2022-09-06 16:35,RC11,5,PP21PP22AN10CR21RC11,CR22AN12WS21SP91SS41PK81PR11,PP25093,,N,,,,,,1,1200,2470.3,23270,1260610,1875,1004A,0101,23270,POS1073MA,10022,2,1200,1235.1,23270,557155710217,1048A1,5571,5571,1046E,CK75M2,1047P,1001CR,10022,128502,KE22080073,7,0.81,132,5000,S00A55,20221003,1056B16,,S0091,,,20220831,,,,,,,,"(소리무,용접무).권취양호.TOP,중권부,END부 표면양호.T/S 1.4KG.PAD 2개 사용.",3,1,3,1,20220926,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 10:10,성환문,2022-09-06 16:46,김홍구,,,,1055B,E,1510P
1173DK,22H121761111A,2022H12176,22H12176111,HBG087870,22H121761111A,0101,1282N,1282N,,,1243A,RS21,1243S,AN11,SP91,AN11,2022-09-06 3:10,RS21,6,PP21PP22WS31AN10CR11RS21,SP91SS41PK81PR11,PP22173,RS11,N,,,,,,1.19,238,919.4,2044,1260508,1285,1004A,0101,2222,POSA1074,10022,2,1182,1185.5,22000,557155710043,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080016,1,1.2,46,4000,S00F99,20220905,1056B16,,S0091,,,20220827,,,,,,,,"TOP부 (Ra 0.111, Rz 1.330, Rt 1.803),END부 (Ra 0.101, Rz 1.271, Rt 1.500)",2,1,2,1,20220905,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-30 11:10,박찬훈,2022-09-06 5:40,변현수,,,,1055B,E,1510P
1173DK,22H121761111B,2022H12176,22H12176111,HBG087870,22H121761111B,0105,1282N,1282N,,,1243A,RS21,1243S,AN11,SP91,AN11,2022-09-06 2:20,RS21,6,PP21PP22WS31AN10CR11RS21,SP91SS41PK81PR11,PP22173,RS11,N,,,,,,1.19,238,996.3,2215,1260508,1329,1004A,0101,2222,POSA1074,10022,2,1182,1185.5,22000,557155710043,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080016,1,1.2,46,4000,S00F99,20220905,1056B16,,S0091,,,20220827,,,,,,,,"TOP부 (Ra 0.132, Rz 1.401, Rt 1.892),END부 (Ra 0.103, Rz 1.360, Rt 2.340)",2,1,2,1,20220905,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-30 11:10,박찬훈,2022-09-06 5:37,변현수,,,,1055B,E,1510P
1173DK,22H121762111A,2022H12176,22H12176211,HBG087870,22H121762111A,0102,1282N,1282N,,,1243A,RS21,1243S,AN11,SP91,AN11,2022-09-06 4:00,RS21,6,PP21PP22WS31AN10CR11RS21,SP91SS41PK81PR11,PP22173,RS11,N,,,,,,1.19,284,927.6,2461,1260508,1290,1004A,0101,2652,POSA1074,10022,2,1182,1185.5,22000,557155710043,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080016,1,1.2,46,4000,S00F99,20220905,1056B16,,S0091,,,20220827,,,,,,,,"TOP부 (Ra 0.155, Rz 1.667, Rt 1.775),END부 (Ra 0.133, Rz 1.136, Rt 1.371)",2,1,2,1,20220926,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-30 11:11,박찬훈,2022-09-06 5:52,변현수,,,,1055B,E,1510P
1173DK,22H121762111B,2022H12176,22H12176211,HBG087870,22H121762111B,0106,1282N,1282N,,,1243A,RS21,1243S,AN11,SP91,AN11,2022-09-13 7:50,RS21,6,PP21PP22WS31AN10CR11RS21,SP91SS41PK81PR11,PP22173,RS11,N,,,,,,1.19,284,927.6,2461,1260508,1290,1004A,0101,2652,POSA1074,10022,2,1182,1185.5,22000,557155710043,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080016,1,1.2,46,4000,S00F99,20220905,1056B16,,S0091,,,20220827,,,,,,,,"TOP부 Ra,Rz,Rt(0.131 / 1.475 / 1.939), END부 Ra,Rz,Rt(0.168 / 2.133 / 3.355)",2,1,2,1,20220926,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-30 11:11,박찬훈,2022-09-13 11:26,변현수,,,,1055B,E,1510P
1173DK,22H121763111A,2022H12176,22H12176311,HBG087870,22H121763111A,0103,1282N,1282N,,,1243A,RS11,1243S,AN11,CR12,AN11,2022-09-13 18:30,RS11,6,PP21PP22WS31AN10CR11RS11,CR12AN12SP91SS41PK81PR11,PP24106,WS21,N,,,,,,1.5,426,722.7,3625,1260508,1280,1004A,0101,3978,POSA1074,10022,2,1182,1185.5,22000,557155710061,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080076,2,1,65,1000,S00A55,20221017,1056B16,,S0091,,,20220827,,,,,,,,,2,1,2,1,20221030,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-30 11:11,박찬훈,2022-09-13 19:23,임현성,,,,1055B,E,1510P
1173DK,22H121763111B,2022H12176,22H12176311,HBG087870,22H121763111B,0107,1282N,1282N,,,1243A,RS11,1243S,AN11,CR12,AN11,2022-09-13 19:30,RS11,6,PP21PP22WS31AN10CR11RS11,CR12AN12SP91SS41PK81PR11,PP24106,WS21,N,,,,,,1.5,426,729.4,3659,1260508,1285,1004A,0101,3978,POSA1074,10022,2,1182,1185.5,22000,557155710061,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080076,2,1,65,1000,S00A55,20221017,1056B16,,S0091,,,20220827,,,,,,,,,2,1,2,1,20221030,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-30 11:11,박찬훈,2022-09-13 20:27,임현성,,,,1055B,E,1510P
1173DK,22H121764111A,2022H12176,22H12176411,HBG087870,22H121764111A,0104,1282N,1282N,,,1243A,RS21,1243S,AN11,CR12,AN11,2022-09-06 1:30,RS21,6,PP21PP22WS31AN10CR11RS21,CR12SS21HT11SS22PK31PR11,PP25103,RS11,N,,,,,,1.45,230,761.3,1993,1260508,1290,1004A,0101,2148,POSA1074,10022,2,1182,1185.5,22000,557155710340,1048A1,5571,5571,1046S,C75S-HT,1047P,1001CR,10022,128502,KS21090019,3,0.9,222,500,S00A55,20211130,1056B16,,S0091,,,20220827,,,,,,,,"TOP부 (Ra 0.189, Rz 2.009, Rt 2.351),END부 (Ra 0.133, Rz 1.379, Rt 1.666)",2,1,2,1,20211217,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-30 11:12,박찬훈,2022-09-06 3:22,변현수,,,,1055B,E,1510P
1173DK,22H121764111B,2022H12176,22H12176411,HBG087870,22H121764111B,0108,1282N,1282N,,,1243A,RS21,1243S,AN11,CR12,AN11,2022-09-06 0:40,RS21,6,PP21PP22WS31AN10CR11RS21,CR12SS21HT11SS22PK31PR11,PP25103,RS11,N,,,,,,1.45,230,768.5,2012,1260508,1295,1004A,0101,2148,POSA1074,10022,2,1182,1185.5,22000,557155710340,1048A1,5571,5571,1046S,C75S-HT,1047P,1001CR,10022,128502,KS21090019,3,0.9,222,500,S00A55,20211130,1056B16,,S0091,,,20220827,,,,,,,,"TOP부 (Ra 0.239, Rz 2.056, Rt 2.260),END부 (Ra 0.213, Rz 2.504, Rt 3.137)",2,1,2,1,20211217,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-30 11:12,박찬훈,2022-09-06 3:20,변현수,,,,1055B,E,1510P
1173DK,22H12187111,2022H12187,22H12187111,HBF137280,22H12187111,01,1282N,1282N,,,1243S,RC11,1243A,AN11,SP21,AN11,2022-09-04 11:30,RC11,5,PP21AN10CR21RC11,SP21WS31PK41PR11,PP21107,,N,,,,,,2.02,1160,1161.8,21370,1260610,1833,1004A,0110,21370,DN-51CRV4,10022,3,1160,782.3,21370,629362910021,1048A2,6293,6291,1046E,51CRV4M-S,1047P,1001CR,10022,128504,KE22050040,1,2,230,120000,S00A18,20220816,1056B06,,S0091,,,20220831,,,,,,,,"(소리無)권취양호 t/s 1.4kg. 중권부,end부 판면양호. ",2,1,2,1,20220816,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 13:12,성환문,2022-09-05 0:47,김백수,,,,1055A,E,1510P
1173DK,22H12187112,2022H12187,22H12187112,HBG167280,22H12187112,01,1282N,1282N,,,1243S,PP21,1243A,AN10,CR21,AN10,2022-08-31 23:00,PP21,2,PP21,CR21AN11SP21WS31PK41PR11,PP21107,,N,,,,,,3,1160,808.6,22090,1260610,1860,1004A,0101,22090,DN-51CRV4,10022,3,1160,808.6,22090,629362910021,1048A2,6293,6291,1046E,51CRV4M-S,1047P,1001CR,10022,128504,KE22050040,1,2,230,120000,S00A18,20220816,1056B06,,S0091,,,20220831,,,,,,,,권취상태양호 / TOP~END 하면 간혈적으로 SCRATCH 발견(촉감有/원소재결함:小),2,,2,,20220807,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 13:12,성환문,2022-09-04 9:25,김백수,,,,1055A,L,1510P
1173DK,22H12194111,2022H12194,22H12194111,HBG136070A,22H12194111,01,1282N,1282N,,,1243S,PP22,1243A,AN10,CR21,AN10,2022-09-04 4:15,PP22,3,PP21PP22,CR21AN11CR22AN12WS31SP91SS41PK81PR11,PP25094,,N,,,,,,2,1200,1228.2,23140,1260610,1871,1004A,0101,23140,POS1073MA,10022,2,1200,1228.2,23140,557155710300,1048A1,5571,5571,1046E,CK75M2,1047P,1001CR,10022,128502,KE22080073,8,1,72,5000,S00A55,20221003,1056B16,,S0091,,,20220903,,,,,,,,"권취상태양호 / TOP~END 까지 상,하면 적SCALE(곰보형SCALE 동반)및 모래형SCALE 발견(촉감有/원소재결함:小) ",3,,3,,20220919,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 14:28,성환문,2022-09-04 9:57,AUTO,,,,1055B,L,1510P
1173DK,22H12194112,2022H12194,22H12194112,HBG135920,22H12194112,01,1282N,1282N,,,1243S,PP22,1243A,AN10,CR21,AN10,2022-09-04 7:00,PP22,3,PP21PP22,CR21AN11CR22AN12WS31SP91SS41PK81PR11,PP25094,,N,,,,,,2,1200,1230.9,23190,1260610,1873,1004A,0101,23190,POS1073MA,10022,2,1200,1230.9,23190,557155710300,1048A1,5571,5571,1046E,CK75M2,1047P,1001CR,10022,128502,KE22080073,8,1,72,5000,S00A55,20221003,1056B16,,S0091,,,20220903,,,,,,,,"권취상태양호 / TOP~END 까지 상,하면 적SCALE(곰보형SCALE 동반)및 모래형SCALE 발견(촉감有/원소재결함:小) ",3,,3,,20220919,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 14:28,성환문,2022-09-05 14:38,김백수,,,,1055B,L,1510P
1173DK,22H121951111A,2022H12195,22H12195111,HBG0882801,22H12195111,0101,1282N,1282N,,,1243S,WS31,1243S,AN10,CR11,AN10,2022-09-04 11:30,WS31,3,PP21PP22WS31,CR11AN11CR12AN12SP11SS11PK31PR11,PP24089,WS21,N,,,,,,3.7,309,380.1,3411,1260508,1431,1004A,0101,3424,POSA1074,10022,3.7,1114,380.1,12300,557155710078,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080076,5,2,100,8000,S00A55,20221017,1056B16,,S0091,,,20220903,170,170,,,1073S,,,,3,,3,,20220926,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-04 12:03,조성훈,2022-09-04 5:05,이정복,,,,1055B,E,1510P
1173DK,22H121952111A,2022H12195,22H12195211,HBG0882801,22H12195111,0102,1282N,1282N,,,1243S,WS31,1243S,AN10,CR11,AN10,2022-09-04 11:30,WS31,3,PP21PP22WS31,CR11AN11CR12AN12SP91SS41PK81PR11,PP24106,WS21,N,,,,,,3.7,444,380.1,4902,1260508,1431,1004A,0101,4920,POSA1074,10022,3.7,1114,380.1,12300,557155710130,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080076,9,1.5,87,3000,S00A55,20221017,1056B16,,S0091,,,20220903,170,170,,,1073M,,,,3,,3,,20221109,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-04 12:03,조성훈,2022-09-04 5:05,이정복,,,,1055B,E,1510P
1173DK,22H121953111A,2022H12195,22H12195311,HBG0882801,22H12195111,0103,1282N,1282N,,,1243S,WS31,1243S,AN10,CR11,AN10,2022-09-04 11:30,WS31,3,PP21PP22WS31,CR11AN11CR12AN12SP91SS41PK81PR11,PP24106,WS21,N,,,,,,3.7,357,380.1,3941,1260508,1431,1004A,0101,3956,POSA1074,10022,3.7,1114,380.1,12300,557155710130,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080076,9,1.5,87,3000,S00A55,20221017,1056B16,,S0091,,,20220903,170,170,,,1073E,,,,3,,3,,20221030,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-04 12:03,조성훈,2022-09-04 5:05,이정복,,,,1055B,E,1510P
1173DK,22H12196111,2022H12196,22H12196111,HBG088270A,22H12196111,01,1282N,1282N,,,1243S,PP22,1243A,AN10,CR21,AN10,2022-09-03 16:07,PP22,3,PP21PP22,CR21AN11WS31SP91SS41PK81PR11,PP24151,,N,,,,,,3.7,1114,672.5,21760,1260610,1881,1004A,0101,21760,POSA1074,10022,3.7,1114,672.5,21760,557155710062,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080076,3,2,90,4000,S00A55,20221017,1056B16,,S0091,,,20220903,,,,,,,,권취상태양호 / TOP~END 상부 CENTER R-MARK 발견 / 적SCALE(곰보형SCALE 동반)및 모래형SCALE 발견(촉감有/원소재결함:小) ,2,,2,,20221010,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 14:42,성환문,2022-09-05 14:38,김백수,,,,1055B,L,1510P
1173DK,22H12197111,2022H12197,22H12197111,HBG087860,22H12197111,01,1282N,1282N,,,1243S,PP22,1243A,AN10,CR21,AN10,2022-09-03 18:30,PP22,3,PP21PP22,CR21AN11CR22AN12WS21SP91SS41PK81PR11,PP25093,,N,,,,,,2,1182,1209.2,22440,1260610,1858,1004A,0101,22440,POSA1074,10022,2,1182,1209.2,22440,557155710122,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080076,7,0.81,57,1000,S00A55,20221017,1056B16,,S0091,,,20220903,,,,,,,,"권취상태양호 / TOP~END 상하부 CENTER부, W/S부 R-MARK 발견 / 적SCALE(곰보형SCALE 동반)및 모래형SCALE 발견(촉감有/원소재결함:小) ",3,,3,,20221003,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 14:46,성환문,2022-09-04 9:57,AUTO,,,,1055B,L,1510P
1173DK,22H12197112,2022H12197,22H12197112,HBG087770,22H12197112,01,1282N,1282N,,,1243S,PP22,1243A,AN10,CR21,AN10,2022-09-03 21:02,PP22,3,PP21PP22,CR21AN11CR22AN12WS21SP91SS41PK81PR11,PP25093,,N,,,,,,2,1182,1194.7,22170,1260610,1848,1004A,0101,22170,POSA1074,10022,2,1182,1194.7,22170,557155710122,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080076,7,0.81,57,1000,S00A55,20221017,1056B16,,S0091,,,20220903,,,,,,,,"권취상태양호/TOP~END 상하부 CENTER부, W/S부 R-MARK 발견 / 적SCALE(곰보형SCALE 동반)및 모래형SCALE 발견(촉감有/원소재결함:小) ",3,,3,,20221003,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 14:46,성환문,2022-09-04 9:57,AUTO,,,,1055B,L,1510P
1173DK,22H12198111,2022H12198,22H12198111,HBG087920,22H12198111,01,1282N,1282N,,,1243S,PP22,1243A,AN10,CR21,AN10,2022-09-04 1:56,PP22,3,PP21PP22,CR21AN11CR22AN12CR23AN13WS21SP91SS41PK81PR11,PP25092,,N,,,,,,2,1182,1211.4,22480,1260610,1859,1004A,0101,22480,POSA1074,10022,2,1182,1211.4,22480,557155710079,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080076,6,0.63,60,5000,S00A55,20221017,1056B16,,S0091,,,20220903,,,,,,,,"권취상태양호 / TOP~END 까지 상,하면 적SCALE(곰보형SCALE 동반)및 모래형SCALE 발견(촉감有/원소재결함:小) ",4,,4,,20220926,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 14:51,성환문,2022-09-05 14:38,김백수,,,,1055B,L,1510P
1173DK,22H12198112,2022H12198,22H12198112,HBG087810,22H12198112,01,1282N,1282N,,,1243A,PP22,1243S,AN10,CR21,AN10,2022-09-03 23:00,PP22,2,PP21PP22,CR21AN11CR22AN12CR23AN13WS21SP91SS41PK81PR11,PP25092,,N,,,,,,2,1182,1213.5,22520,1260610,1861,1004A,0101,22520,POSA1074,10022,2,1182,1213.5,22520,557155710079,1048A1,5571,5571,1046E,CK75M3,1047P,1001CR,10022,128502,KE22080076,6,0.63,60,5000,S00A55,20221017,1056B16,,S0091,,,20220903,,,,,,,,"TOP~END 상하부 CENTER부, W/S부 R-MARK 발견 / 적SCALE(곰보형SCALE 동반)및 모래형SCALE 발견(촉감有/원소재결함:小) ",4,,4,,20220926,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 14:51,성환문,2022-09-03 23:06,백인열,,,,1055B,E,1510P
1173DK,22H12206111,2022H12206,22H12206111,HBG167090,22H12206111,01,1282Y,1282Y,,,1243A,RC11,1243S,AN11,CR22,AN11,2022-09-06 17:20,RC11,4,PP21PP22CR21RC11,CR22WS31PK41PR11,PP25109,,N,,,,,,2.36,1244,1055.3,24320,1260610,1882,1004A,0101,24320,DN-51CRV4,10022,2.7,1244,922.4,24320,428442840175,104812,4284,4284,1046D,50CRV4M-R,1047P,1001CR,10022,128504,KD22080212,2,2.2,238,40000,S00A09,20220930,1056A04,,S0091,,,20220904,,,,,,,,"(소리무,용접무).권취양호.TOP,중권부,END부 표면양호.T/S 1.4KG.",2,1,1,,20220925,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-02 9:32,최정훈,2022-09-06 17:02,김홍구,,,,1055A,E,1510P
1173DK,22H122071111A,2022H12207,22H12207111,CUW20330,22H122071111A,0101,1282Y,1282Y,,,1243S,CR11,1243A,AN11,SP91,AN11,2022-09-03 5:53,CR11,4,PP21WS41CR11,SP91SS31PK71PR11,PP24473,,N,,,,,,3.2,382,584.9,5613,1260508,1625,1004A,0327,5653,JS-SNCM220,10022,5.99,1108,312.5,16280,303730370141,104812,3037,3037,1046D,SNCM220M-S,1047P,1001CR,10022,128509,KD22080213,1,3.2,74,5000,S00A04,20220913,1056A04,,S0091,,,20220902,,,,,,,,,2,1,1,,20220913,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-02 21:28,이진용,2022-09-04 5:02,김백수,,,,1055B,E,1510P
