,COIL_NO,PRDSPC_ID,PNSPRC_CD,cycle,WDT_LEN,WGT_WGT,IND_CD,OUD_LEN,STL_CD,EMG_CD,고객사
143,22H11152111,S20CM-S,AN11,620,1284.0,24.78,610,1871,10021,1282N,NaN
144,22H11153111,S20CM-S,AN11,620,1058.0,20.75,610,1885,10021,1282N,NaN
145,22H11156111,S20CM-S,AN11,620,1280.0,24.92,610,1879,10021,1282N,NaN
146,22H11165111,S20CM-R,AN11,620,1058.0,21.59,610,1919,10021,1282N,NaN
147,22H11165112,S20CM-R,AN11,620,1058.0,21.82,610,1928,10021,1282N,NaN
148,22H11168111,S20CM-S,AN11,620,1280.0,25.18,610,1887,10021,1282N,NaN
149,22H11175111,SAE1020,AN11,620,1266.0,25.19,610,1897,10021,1282N,NaN
150,22H111861111A,S20CM-S,AN11,620,585.0,11.73,610,1904,10021,1282N,NaN
151,22H111862111A,S20CM-S,AN11,620,586.0,11.75,610,1904,10021,1282N,NaN
152,22H11187111,DK800,AN11,작업지시서 소둔 Cycle 적용,1102.0,20.69,610,1849,10021,1282N,한국보그워너티에스
153,22H11187112,DK800,AN11,작업지시서 소둔 Cycle 적용,1102.0,20.79,610,1852,10021,1282N,한국보그워너티에스
154,22H11188111,DK800,AN11,작업지시서 소둔 Cycle 적용,1102.0,14.62,610,1589,10021,1282N,한국보그워너티에스
155,22H111891111A,S20CM-R,AN11,620,480.0,9.6,610,1902,10021,1282N,NaN
156,22H111892111A,S20CM-R,AN11,620,462.0,9.24,610,1902,10021,1282N,NaN
157,22H11196111,S20CM-S,AN11,620,1150.0,22.28,610,1875,10021,1282N,NaN
158,22H111971111A,S20CM-S,AN11,620,285.0,4.44,508,1669,10021,1282N,NaN
159,22H111972111A,S20CM-S,AN11,620,285.0,4.44,508,1669,10021,1282N,NaN
160,22H111973111A,S20CM-S,AN11,620,285.0,4.44,508,1669,10021,1282N,NaN
161,22H111974111A,S20CM-S,AN11,620,285.0,4.44,508,1669,10021,1282N,NaN
162,22H11199111,H800LA,AN11,작업지시서 소둔 Cycle 적용,940.0,18.95,610,1908,10021,1282N,FAURECIA(CHINA) / BROSE CHINA
163,22H11200111,H800LA,AN11,작업지시서 소둔 Cycle 적용,910.0,16.48,610,1819,10021,1282N,FAURECIA(CHINA) / BROSE CHINA
164,22H11208111,H800LA,AN11,작업지시서 소둔 Cycle 적용,1180.0,22.81,610,1873,10021,1282N,FAURECIA(CHINA) / BROSE CHINA
165,22H11A09111,S20CM-R,AN11,620,194.0,1.775,508,1320,10021,1282N,NaN
166,22H11A09112,S20CM-R,AN11,620,194.0,1.65,508,1279,10021,1282N,NaN
167,22H11A111111A,SPCC-1BP,AN11,620,208.0,1.853,508,1305,10021,1282N,NaN
168,22H11A111121A,SPCC-1BP,AN11,620,208.0,1.803,508,1290,10021,1282N,NaN
169,22H11A111131A,SPCC-1BP,AN11,620,208.0,1.577,508,1220,10021,1282N,NaN
170,22H11A111141A,SPCC-1BP,AN11,620,208.0,1.886,508,1315,10021,1282N,NaN
171,22H11A111151A,SPCC-1BP,AN11,620,208.0,1.803,508,1290,10021,1282N,NaN
172,22H11A111161A,SPCC-1BP,AN11,620,208.0,1.886,508,1315,10021,1282N,NaN
173,22H11A111171A,SPCC-1BP,AN11,620,208.0,1.869,508,1310,10021,1282N,NaN
174,22H11A111181A,SPCC-1BP,AN11,620,208.0,1.886,508,1315,10021,1282N,NaN
175,22H11A111191A,SPCC-1BP,AN11,620,208.0,1.869,508,1310,10021,1282N,NaN
176,22H11A24113,SAE1010H,AN11,620,264.7,1.395,508,1055,10021,1282N,NaN
177,22H11A40111,SPCC-2B,AN11,620,234.0,2.103,508,1310,10021,1282N,NaN
178,22H11A431111A,S20CM-R,AN11,620,380.0,5.62,610,1664,10021,1282N,NaN
179,22H11A56111,S15CM-S,AN11,620,190.0,1.848,508,1355,10021,1282N,NaN
180,22H11A56112,S15CM-S,AN11,620,190.0,1.832,508,1350,10021,1282N,NaN
181,22H11A61113,S20CM-R,AN11,620,184.0,1.683,508,1319,10021,1282N,NaN
182,22H11A61114,S20CM-R,AN11,620,184.0,1.639,508,1305,10021,1282N,NaN
183,22H11A61115,S20CM-R,AN11,620,184.0,1.683,508,1319,10021,1282N,NaN
184,22H11A69112,S20CM-R,AN11,620,179.0,1.439,508,1250,10021,1282N,NaN
185,22H11A901111A,S20CM-R,AN11,620,179.0,1.741,508,1355,10021,1282N,NaN
186,22H11A901121A,S20CM-R,AN11,620,179.0,1.786,508,1370,10021,1282N,NaN
187,22H11A961111A,SPCC-1BP,AN11,620,629.0,8.655,610,1614,10021,1282N,NaN
188,22H11A961121A,SPCC-1BP,AN11,620,629.0,8.557,610,1606,10021,1282N,NaN
189,22H11B111111A,SPCC-1BP,AN11,620,208.0,1.77,508,1280,10021,1282N,NaN
190,22H11B111121A,SPCC-1BP,AN11,620,208.0,1.77,508,1280,10021,1282N,NaN
191,22H11B14111,SCP1-S-B,AN11,620,182.0,1.665,508,1320,10021,1282N,NaN
192,22H11B43111,S20CM-R,AN11,620,184.0,1.744,508,1340,10021,1282N,NaN
193,22H11B43112,S20CM-R,AN11,620,184.0,1.595,508,1290,10021,1282N,NaN
194,22H11B841111A,SCP1-1/2H-B,AN11,620,360.0,6.618,610,1831,10021,1282N,NaN
195,22H11C611111A,S20CM-R,AN11,620,262.0,1.987,508,1220,10021,1282N,NaN
196,22H11C612111A,S20CM-R,AN11,620,262.0,1.987,508,1220,10021,1282N,NaN
197,22H11C613111A,S20CM-R,AN11,620,424.0,3.216,508,1220,10021,1282N,NaN
198,22H11C69111,S20CM-R,AN11,620,179.0,1.537,508,1285,10021,1282N,NaN
199,22H11E431111AA,S20CM-R,AN11,620,380.0,5.352,610,1630,10021,1282N,NaN
200,22H11E431121A,S20CM-R,AN11,620,380.0,7.497,610,1890,10021,1282N,NaN
201,22H11E431131A,S20CM-R,AN11,620,380.0,7.413,610,1880,10021,1282N,NaN
202,22H11E431141A,S20CM-R,AN11,620,380.0,7.327,610,1871,10021,1282N,NaN
203,22H11E431151A,S20CM-R,AN11,620,380.0,7.457,610,1885,10021,1282N,NaN
204,22H11E79111,S20CM-S,AN11,620,184.0,1.744,508,1340,10021,1282N,NaN
205,22H11E79113,S20CM-S,AN11,620,184.0,1.716,508,1330,10021,1282N,NaN
206,22H11E79115,S20CM-S,AN11,620,184.0,1.695,508,1323,10021,1282N,NaN
207,22H11E79116,S20CM-S,AN11,620,184.0,1.565,508,1279,10021,1282N,NaN
208,22H11E79117,S20CM-S,AN11,620,184.0,1.479,508,1249,10021,1282N,NaN
209,22H11J791111A,S20CM-R,AN11,620,184.0,1.451,508,1240,10021,1282N,NaN
210,22H11K79111,S20CM-R,AN11,620,184.0,1.774,508,1350,10021,1282N,NaN
211,22H11K79112,S20CM-R,AN11,620,184.0,1.774,508,1350,10021,1282N,NaN
212,22H11P52111,S20CM-R,AN11,620,186.0,1.747,508,1335,10021,1282N,NaN
213,22H11P52112,S20CM-R,AN11,620,186.0,1.702,508,1320,10021,1282N,NaN
214,22H12001111,S45CM-S,AN10,725,1272.0,24.8,610,1880,10022,1282N,NaN
215,22H12001112,S45CM-S,AN10,725,1272.0,24.7,610,1877,10022,1282N,NaN
216,22H12008111,S55CM-S,AN11,725,1206.0,24.63,610,1919,10022,1282N,(주)정민스틸
217,22H12008112,S55CM-S,AN11,725,1206.0,24.69,610,1922,10022,1282N,(주)정민스틸
218,22H12025111,CK75M2,AN12,700,1200.0,23.07,610,1868,10022,1282Y,NaN
219,22H12026111,CK75M3,AN11,700,1182.0,22.083,610,1844,10022,1282Y,NaN
220,22H120271111A,CK75M3,AN11,700,296.0,2.565,508,1290,10022,1282N,NaN
221,22H120271111B,CK75M3,AN11,700,296.0,2.757,508,1330,10022,1282N,NaN
222,22H120272111A,CK75M3,AN12,700,392.0,3.336,508,1280,10022,1282N,NaN
223,22H120272111B,CK75M3,AN11,700,392.0,3.587,508,1320,10022,1282N,NaN
224,22H120273111A,CK75M3,AN11,700,288.0,2.588,508,1310,10022,1282N,NaN
225,22H120273111B,CK75M3,AN11,700,288.0,2.682,508,1330,10022,1282N,NaN
226,22H120274111A,CK75M3,AN11,700,200.0,1.733,508,1290,10022,1282N,NaN
227,22H120274111B,CK75M3,AN11,700,200.0,1.814,508,1315,10022,1282N,NaN
228,22H120342111A,51CRV4M-S,AN13,700*Max,494.0,11.189,610,2011,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
229,22H12036111,S35CM-R,AN10,725,1030.0,17.94,610,1788,10022,1282N,NaN
230,22H120391111A,51CRV4M-S,AN13,700*Max,562.0,11.491,610,1920,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
231,22H120392111A,51CRV4M-S,AN13,700*Max,612.0,12.513,610,1920,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
232,22H120411111A,51CRV4M-S,AN13,700*Max,612.0,12.503,610,1920,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
233,22H120412111A,51CRV4M-S,AN13,700*Max,562.0,11.482,610,1920,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
234,22H12042112,SAE1050M-R,AN11,700,1066.0,14.67,610,1614,10022,1282N,NaN
235,22H12042113,SAE1050M-R,AN11,700,1066.0,14.73,610,1616,10022,1282N,NaN
236,22H12042116,SAE1050M-R,AN11,700,1066.0,16.96,610,1718,10022,1282N,NaN
237,22H12043111,SAE1552M-R,AN11,700,1058.0,20.79,610,1887,10022,1282N,NaN
238,22H12043112,SAE1552M-R,AN11,700,1058.0,20.4,610,1871,10022,1282N,NaN
239,22H12043113,SAE1552M-R,AN11,700,1058.0,20.2,610,1862,10022,1282N,NaN
240,22H120551111A,SAE1055M-R,AN11,700,530.0,10.351,610,1881,10022,1282N,NaN
241,22H120551121A,SAE1055M-R,AN11,700,530.0,9.584,610,1818,10022,1282N,NaN
242,22H120552111A,SAE1055M-R,AN11,700,530.0,10.351,610,1881,10022,1282N,NaN
243,22H12060111,S50CM-S,AN10,725,1224.0,15.65,610,1564,10022,1282N,NaN
244,22H12070111,C67S,AN11,700,1096.0,19.82,610,1818,10022,1282Y,NaN
245,22H12070112,C67S,AN11,700,1096.0,19.89,610,1821,10022,1282Y,NaN
246,22H12070113,C67S,AN11,700,1096.0,19.45,610,1803,10022,1282Y,NaN
247,22H12070114,C67S,AN11,700,1096.0,19.44,610,1802,10022,1282Y,NaN
248,22H120731111A,SNCM220M-S,AN11,700,545.0,10.582,610,1876,10022,1282N,NaN
249,22H120731121A,SNCM220M-S,AN11,700,545.0,11.238,610,1928,10022,1282N,NaN
250,22H120732111A,SNCM220M-S,AN11,700,545.0,10.582,610,1876,10022,1282N,NaN
251,22H120732121A,SNCM220M-S,AN11,700,545.0,11.238,610,1928,10022,1282N,NaN
252,22H120801111A,SNCM220-PA,AN10,725,610.0,12.091,610,1894,10022,1282S,NaN
253,22H120801121A,SNCM220-PA,AN10,725,610.0,12.032,610,1890,10022,1282S,NaN
254,22H120802111A,SNCM220-PA,AN10,725,610.0,12.091,610,1894,10022,1282S,NaN
255,22H120802121A,SNCM220-PA,AN10,725,610.0,12.032,610,1890,10022,1282S,NaN
256,22H120863111A1A,S45CM-S,AN10,725,294.0,2.934,508,1370,10022,1282N,NaN
257,22H120863111A1B,S45CM-S,AN10,725,294.0,2.946,508,1372,10022,1282N,NaN
258,22H12093111,C80M,AN10,735,1228.0,24.92,610,1914,10022,1282N,SCHAEFFLER GROUP / HARSHA ENGINEE / LUK / 나라엠앤디 /(주)대유단조
259,22H12094111,C80M,AN10,735,1049.0,21.89,610,1938,10022,1282N,SCHAEFFLER GROUP / HARSHA ENGINEE / LUK / 나라엠앤디 /(주)대유단조
260,22H12095111,C80M,AN10,735,1204.0,24.61,610,1920,10022,1282N,SCHAEFFLER GROUP / HARSHA ENGINEE / LUK / 나라엠앤디 /(주)대유단조
261,22H12112111,50CRV4M-R,AN11,700,1056.0,18.79,610,1805,10022,1282S,NaN
262,22H121211111A,S35CM-R,AN10,725,364.0,3.622,508,1368,10022,1282N,NaN
263,22H121211111B,S35CM-R,AN10,725,364.0,3.622,508,1368,10022,1282N,NaN
264,22H121212111A,S35CM-S,AN10,725,310.0,3.085,508,1368,10022,1282N,NaN
265,22H121212111B,S35CM-S,AN11,700,310.0,3.085,508,1368,10022,1282N,NaN
266,22H121213111A,S35CM-S,AN10,725,310.0,3.085,508,1368,10022,1282N,NaN
267,22H121213111B,S35CM-S,AN11,700,310.0,3.085,508,1368,10022,1282N,NaN
268,22H121231111AA,50CRV4M-R,AN11,700,370.0,6.665,610,1815,10022,1282Y,NaN
269,22H121232111A,50CRV4M-R,AN11,700,391.0,7.981,610,1919,10022,1282Y,NaN
270,22H121233111A,50CRV4M-R,AN11,700,391.0,7.981,610,1919,10022,1282Y,NaN
271,22H12136111,CK75M2,AN12,700,1200.0,22.67,610,1854,10022,1282Y,NaN
272,22H12136112,CK75M2,AN12,700,1200.0,22.9,610,1862,10022,1282Y,NaN
273,22H12136113,CK75M2,AN12,700,1200.0,11.67,610,1396,10022,1282Y,NaN
