,COIL_NO,PRDSPC_ID,PNSPRC_CD,cycle,WDT_LEN,WGT_WGT,IND_CD,OUD_LEN,STL_CD,EMG_CD,고객사
284,22H121391111A,16MNCR5M-S,AN11,700,524.0,10869,,1933,10022,1282N,NaN
285,22H121392111A,16MNCR5M-S,AN11,700,587.0,12176,,1933,10022,1282N,NaN
286,22H121401111A,16MNCR5M-S,AN11,700,580.0,12123,,1940,10022,1282N,NaN
287,22H121402111A,16MNCR5M-S,AN11,700,580.0,12123,,1940,10022,1282N,NaN
288,22H12141111,16MNCR5M2,AN11,700,1075.0,19190,,1808,10022,1282N,NaN
289,22H12141112,16MNCR5M2,AN11,700,1075.0,19190,,1808,10022,1282N,NaN
290,22H12143111,CK75M2,AN12,700,1200.0,22990,,1865,10022,1282Y,NaN
291,22H12145111,CK75M3,AN11,700,1182.0,22680,,1867,10022,1282N,NaN
292,22H12145112,CK75M3,AN11,700,1182.0,22940,,1876,10022,1282N,NaN
293,22H12145113,CK75M3,AN11,700,1182.0,22200,,1849,10022,1282N,NaN
294,22H12145114,CK75M3,AN11,700,1182.0,22440,,1858,10022,1282N,NaN
295,22H12151111,S45CM-S,AN11,700,1253.0,24870,,1895,10022,1282N,NaN
296,22H12151112,S45CM-S,AN11,700,1253.0,24550,,1884,10022,1282N,NaN
297,22H121541111A,S45CM-S,AN11,700,321.0,4987,,1667,10022,1282N,NaN
298,22H12157111,16MNCR5M-S,AN10,725,1164.0,21000,,1816,10022,1282N,NaN
299,22H12157112,16MNCR5M-S,AN10,725,1164.0,18280,,1708,10022,1282N,NaN
300,22H12173111,CK75M2,AN11,700,1200.0,21790,,1821,10022,1282N,NaN
301,22H12173112,CK75M2,AN11,700,1200.0,23250,,1875,10022,1282N,NaN
302,22H12173113,CK75M2,AN11,700,1200.0,23270,,1875,10022,1282N,NaN
303,22H121761111A,CK75M3,AN11,700,238.0,2044,,1285,10022,1282N,NaN
304,22H121761111B,CK75M3,AN11,700,238.0,2215,,1329,10022,1282N,NaN
305,22H121762111A,CK75M3,AN11,700,284.0,2461,,1290,10022,1282N,NaN
306,22H121762111B,CK75M3,AN11,700,284.0,2461,,1290,10022,1282N,NaN
307,22H121763111A,CK75M3,AN11,700,426.0,3625,,1280,10022,1282N,NaN
308,22H121763111B,CK75M3,AN11,700,426.0,3659,,1285,10022,1282N,NaN
309,22H121764111A,C75S-HT,AN11,700,230.0,1993,,1290,10022,1282N,NaN
310,22H121764111B,C75S-HT,AN11,700,230.0,2012,,1295,10022,1282N,NaN
311,22H12187111,51CRV4M-S,AN11,700*Max,1160.0,21370,,1833,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
312,22H12187112,51CRV4M-S,AN10,725*Max,1160.0,22090,,1860,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
313,22H12194111,CK75M2,AN10,725,1200.0,23140,,1871,10022,1282N,NaN
314,22H12194112,CK75M2,AN10,725,1200.0,23190,,1873,10022,1282N,NaN
315,22H121951111A,CK75M3,AN10,725,309.0,3411,,1431,10022,1282N,NaN
316,22H121952111A,CK75M3,AN10,725,444.0,4902,,1431,10022,1282N,NaN
317,22H121953111A,CK75M3,AN10,725,357.0,3941,,1431,10022,1282N,NaN
318,22H12196111,CK75M3,AN10,725,1114.0,21760,,1881,10022,1282N,NaN
319,22H12197111,CK75M3,AN10,725,1182.0,22440,,1858,10022,1282N,NaN
320,22H12197112,CK75M3,AN10,725,1182.0,22170,,1848,10022,1282N,NaN
321,22H12198111,CK75M3,AN10,725,1182.0,22480,,1859,10022,1282N,NaN
322,22H12198112,CK75M3,AN10,725,1182.0,22520,,1861,10022,1282N,NaN
323,22H12206111,50CRV4M-R,AN11,700,1244.0,24320,,1882,10022,1282Y,NaN
324,22H122071111A,SNCM220M-S,AN11,700,382.0,5613,,1625,10022,1282Y,NaN
325,22H122072111A,SNCM220M-S,AN11,700,354.0,5202,,1625,10022,1282Y,NaN
326,22H122073111A,SNCM220M-S,AN11,700,364.0,5349,,1625,10022,1282Y,NaN
327,22H12214111,51CRV4M-S,AN10,725*Max,1162.0,15900,,1610,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
328,22H12214112,51CRV4M-S,AN10,725*Max,1162.0,15310,,1584,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
329,22H12215111,51CRV4M-S,AN10,725*Max,1258.0,20990,,1754,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
330,22H12216111,51CRV4M-S,AN10,725*Max,1074.0,15070,,1627,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
331,22H12216112,51CRV4M-S,AN10,725*Max,1074.0,15220,,1634,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
332,22H122251111A,S45CM-S,AN10,725,547.0,11269,,1927,10022,1282S,NaN
333,22H122251121A,S45CM-S,AN10,725,547.0,10081,,1833,10022,1282S,NaN
334,22H122252111A,S45CM-S,AN10,725,547.0,11269,,1927,10022,1282S,NaN
335,22H122252121A,S45CM-S,AN10,725,547.0,10081,,1833,10022,1282S,NaN
336,22H12A17111,50CRV4M-R,AN11,700,1100.0,22100,,1905,10022,1282S,NaN
337,22H12A291111A,50CRV4M-R,AN11,700,254.0,2367,,1330,10022,1282Y,NaN
338,22H12A291111B,50CRV4M-R,AN11,700,254.0,2367,,1330,10022,1282Y,NaN
339,22H12A292111A,50CRV4M-R,AN11,700,254.0,2367,,1330,10022,1282Y,NaN
340,22H12A292111B,50CRV4M-R,AN11,700,254.0,2367,,1330,10022,1282Y,NaN
341,22H12A293111A,50CRV4M-R,AN11,700,258.0,2404,,1330,10022,1282Y,NaN
342,22H12A293111B,50CRV4M-R,AN11,700,258.0,2404,,1330,10022,1282Y,NaN
343,22H12A294111A,50CRV4M-R,AN11,700,254.0,2367,,1330,10022,1282Y,NaN
344,22H12A294111B,50CRV4M-R,AN11,700,254.0,2367,,1330,10022,1282Y,NaN
345,22H12A295111A,50CRV4M-R,AN11,700,254.0,2367,,1330,10022,1282Y,NaN
346,22H12A295111B,50CRV4M-R,AN11,700,254.0,2367,,1330,10022,1282Y,NaN
347,22H12A583111A,SAE1055M-R,AN11,700,362.0,5451,,1643,10022,1282N,NaN
348,22H12A72111,50CRV4M-R,AN11,700,1244.0,20330,,1739,10022,1282S,NaN
349,22H12B59111,SAE1055M-R,AN11,700,368.0,5410,,1625,10022,1282N,NaN
350,22H12B59112,SAE1055M-R,AN11,700,368.0,5370,,1620,10022,1282N,NaN
351,22H12C59111,SAE1055M-R,AN11,700,317.0,4645,,1623,10022,1282N,NaN
352,22H12C59112,SAE1055M-R,AN11,700,317.0,4620,,1619,10022,1282N,NaN
353,22H130011111B,SK85M-S,AN12,735,300.0,3065,,1384,10023,1282S,NaN
354,22H130014111A,SK5M-S,AN12,725,206.0,2144,,1395,10023,1282N,(주)화진금속
355,22H130014111B,SK5M-S,AN12,725,206.0,2104,,1384,10023,1282N,(주)화진금속
356,22H13007112,SK85,AN10,750*Max,1160.0,21380,,1833,10023,1282N,HANWA CO / .LTD
357,22H13007113,SK85,AN10,750*Max,1160.0,21320,,1831,10023,1282N,HANWA CO / .LTD
358,22H13007114,SK85,AN10,750*Max,1160.0,20900,,1815,10023,1282N,HANWA CO / .LTD
359,22H13009111,SK85M,AN11,735,1224.0,24970,,1919,10023,1282N,NaN
360,22H13010111,SK85M,AN11,735,1224.0,25090,,1923,10023,1282N,NaN
361,22H130252111A,SK5M-R,AN10,750,622.0,11916,,1865,10023,1282N,일진엔티에스(주)
362,22H13026111,SK5M-S,AN10,725(표준),1219.0,23520,,1871,10023,1282N,(주)화진금속
363,22H13031111,SK5M-S,AN11,725,1219.0,24850,,1918,10023,1282N,(주)화진금속
364,22H13032111,SK5M-R,AN11,700(표준),1160.0,24180,,1937,10023,1282N,일진엔티에스(주)
365,22H13041111,SK5M-S,AN10,725(표준),1219.0,24340,,1900,10023,1282N,(주)화진금속
366,22H22027111,SCM430M-S,AN11,700,1170.0,24180,,1930,10022,1282Y,NaN
367,22H22040111,51CRV4M-S,AN11,700*Max,1065.0,21890,,1925,10022,1282Y,NHK / NHK SPRING PREC / NHK SPRING(THA~)
368,22H22041111,51CRV4M-S,AN11,700*Max,1065.0,22220,,1938,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
369,22H22042111,51CRV4M-S,AN11,700*Max,1255.0,25140,,1903,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
370,22H22043111,51CRV4M-S,AN11,700*Max,1255.0,25220,,1906,10022,1282Y,NHK / NHK SPRING PREC / NHK SPRING(THA~)
371,22H22043112,51CRV4M-S,AN11,700*Max,1255.0,25270,,1907,10022,1282N,NHK / NHK SPRING PREC / NHK SPRING(THA~)
372,22H22044111,51CRV4M-S,AN11,700*Max,1255.0,25160,,1904,10022,1282Y,NHK / NHK SPRING PREC / NHK SPRING(THA~)
373,22J11015111,S20CM-S,AN11,620,1231.0,22970,,1843,10021,1282N,NaN
374,22J11027111,SAE1010M-R,AN11,620,1000.0,18310,,1828,10021,1282N,NaN
375,22J11033111,S20CM-S,AN11,620,990.0,20290,,1923,10021,1282N,NaN
376,22J12011111,50CRV4M-R,AN11,700,1100.0,22930,,1937,10022,1282N,NaN
377,22J12011112,50CRV4M-R,AN11,700,1100.0,22620,,1925,10022,1282Y,NaN
378,22J12012111,50CRV4M-R,AN11,700,1170.0,17600,,1677,10022,1282Y,NaN
379,22J12018111,SAE1055M-R,AN10,725,1016.0,15330,,1679,10022,1282N,NaN
380,22J120191111A,SAE1055M-R,AN10,725,272.0,4085,,1641,10022,1282N,NaN
381,22J120191121A,SAE1055M-R,AN10,725,272.0,4107,,1645,10022,1282N,NaN
382,22J120192111A,SAE1055M-R,AN10,725,393.0,5902,,1641,10022,1282N,NaN
383,22J120192121A,SAE1055M-R,AN10,725,393.0,5934,,1645,10022,1282N,NaN
384,22J120193111A,SAE1055M-R,AN10,725,338.0,5076,,1641,10022,1282N,NaN
385,22J120193121A,SAE1055M-R,AN10,725,338.0,5103,,1645,10022,1282N,NaN
386,22J120201111A,SAE1055M-R,AN10,725,323.0,4587,,1600,10022,1282N,NaN
387,22J120202111A,SAE1055M-R,AN10,725,354.0,5027,,1600,10022,1282N,NaN
388,22J120203111A,SAE1055M-R,AN10,725,323.0,4587,,1600,10022,1282N,NaN
389,22J120211111A,SAE1055M-R,AN10,725,317.0,4786,,1645,10022,1282N,NaN
390,22J120212111A,SAE1055M-R,AN10,725,368.0,5556,,1645,10022,1282N,NaN
391,22J120213111A,SAE1055M-R,AN10,725,317.0,4786,,1645,10022,1282N,NaN
